date,T2M,T2M_MAX,T2M_MIN,RH2M,PRECIPITATION,WS2M,WS2M_MAX,WS2M_MIN,WD2M,GWETTOP,GWETROOT,GWETPROF
2014-03-01,26.92,32.04,23.01,38.29,1.28,1.99,3.1,0.74,308.5,0.14,0.39,0.39
2014-03-02,26.31,32.65,19.49,26.66,0.36,1.58,3.19,0.75,80.2,0.17,0.39,0.39
2014-03-03,27.96,34.14,22.04,33.35,0.16,2.03,3.49,1.22,119.0,0.17,0.39,0.39
2014-03-04,27.68,34.63,20.56,35.87,0.01,2.03,3.8,1.17,77.9,0.17,0.39,0.39
2014-03-05,29.64,36.66,21.67,24.72,0.51,1.27,2.61,0.49,114.6,0.18,0.39,0.39
2014-03-06,29.62,34.27,25.08,37.6,0.23,1.27,3.26,0.5,278.1,0.18,0.39,0.39
2014-03-07,29.32,36.46,23.86,35.53,2.7,2.17,3.0,1.02,348.4,0.23,0.39,0.39
2014-03-08,28.05,36.46,21.59,20.66,0.03,1.71,3.45,0.04,28.2,0.26,0.39,0.39
2014-03-09,26.6,35.65,17.53,15.22,0.0,3.09,5.58,1.59,39.7,0.23,0.39,0.39
2014-03-10,25.4,33.5,17.37,13.64,0.0,2.8,5.15,1.35,56.0,0.21,0.39,0.39
2014-03-11,25.43,34.71,16.91,11.01,0.0,2.76,4.26,1.2,49.1,0.19,0.39,0.39
2014-03-12,25.43,35.37,15.89,10.32,0.0,3.21,6.03,1.65,57.0,0.18,0.39,0.39
2014-03-13,26.26,36.14,16.75,12.14,0.0,2.91,5.77,1.56,64.5,0.17,0.39,0.39
2014-03-14,27.87,37.53,18.72,16.78,0.0,2.64,5.28,1.36,67.1,0.16,0.39,0.39
2014-03-15,29.97,38.48,22.49,23.17,0.0,2.39,4.24,0.37,74.1,0.16,0.39,0.39
2014-03-16,30.27,39.01,21.75,20.4,0.0,3.16,6.08,1.43,94.3,0.15,0.39,0.39
2014-03-17,30.32,39.18,21.37,25.49,0.07,2.5,4.17,1.21,113.9,0.15,0.38,0.39
2014-03-18,30.39,37.76,23.73,30.39,0.46,2.41,4.67,1.13,72.4,0.16,0.39,0.39
2014-03-19,29.51,38.05,21.8,15.51,0.0,2.88,5.18,0.82,69.2,0.16,0.39,0.39
2014-03-20,28.43,36.82,21.16,16.97,0.0,3.36,6.18,1.85,62.2,0.15,0.39,0.39
2014-03-21,28.51,38.1,20.71,14.25,0.0,2.44,4.68,1.37,70.1,0.15,0.38,0.39
2014-03-22,29.73,38.74,21.07,15.56,0.0,1.66,2.51,0.8,87.6,0.14,0.38,0.39
2014-03-23,28.61,34.03,23.92,43.91,0.0,2.89,5.33,1.43,240.1,0.14,0.38,0.39
2014-03-24,30.79,37.22,24.15,39.27,0.0,2.23,4.14,0.54,295.9,0.14,0.38,0.39
2014-03-25,30.86,38.97,23.17,28.09,0.0,2.49,5.03,0.65,293.5,0.14,0.38,0.39
2014-03-26,30.26,38.36,22.4,23.87,0.0,2.96,5.5,1.22,279.0,0.13,0.38,0.39
2014-03-27,29.32,35.8,23.9,37.19,0.0,3.54,6.12,1.7,250.4,0.13,0.38,0.39
2014-03-28,29.81,36.47,23.94,40.95,0.0,2.57,4.17,0.95,226.2,0.13,0.38,0.39
2014-03-29,30.19,37.18,22.79,44.06,0.0,3.29,6.23,0.79,240.9,0.13,0.38,0.39
2014-03-30,31.74,39.03,24.34,28.8,0.0,2.11,3.86,0.77,328.6,0.13,0.38,0.39
2014-03-31,31.93,39.33,24.39,32.87,0.0,2.8,4.22,0.35,299.9,0.13,0.38,0.39
2014-04-01,30.9,39.37,22.4,20.86,0.0,2.51,4.25,1.18,5.0,0.12,0.38,0.39
2014-04-02,30.3,38.05,21.91,10.35,0.0,2.36,3.84,1.1,48.4,0.12,0.38,0.39
2014-04-03,31.53,39.53,24.97,15.36,0.0,2.55,4.21,0.99,49.3,0.12,0.38,0.39
2014-04-04,30.8,39.42,22.71,12.08,0.0,3.15,5.14,1.36,47.2,0.11,0.38,0.39
2014-04-05,30.8,39.61,21.94,11.78,0.0,2.66,4.2,1.31,41.3,0.11,0.38,0.39
2014-04-06,29.67,35.5,23.95,35.92,0.33,2.33,5.53,0.7,229.8,0.12,0.38,0.39
2014-04-07,31.18,38.15,24.11,38.33,0.15,2.7,4.8,1.15,259.7,0.12,0.38,0.39
2014-04-08,31.8,38.74,25.95,38.34,1.02,2.34,3.67,0.9,317.2,0.14,0.38,0.39
2014-04-09,31.2,38.13,25.45,38.43,1.63,2.7,3.72,1.13,346.6,0.2,0.39,0.39
2014-04-10,30.65,38.07,23.71,27.41,0.04,2.88,5.57,1.17,81.8,0.21,0.39,0.39
2014-04-11,31.43,38.85,24.52,25.4,1.39,1.64,3.43,0.59,64.5,0.22,0.39,0.39
2014-04-12,31.13,38.93,24.22,31.25,1.34,2.23,4.73,0.45,68.9,0.25,0.39,0.39
2014-04-13,30.36,38.69,22.52,20.6,0.55,3.17,5.4,0.72,89.7,0.24,0.39,0.39
2014-04-14,30.42,38.98,21.35,35.74,0.37,1.81,3.95,0.51,311.9,0.24,0.39,0.39
2014-04-15,30.53,38.55,22.85,49.81,1.01,3.32,5.84,0.75,272.7,0.24,0.39,0.39
2014-04-16,32.52,39.84,24.63,36.1,3.86,1.78,3.73,0.18,10.2,0.31,0.39,0.4
2014-04-17,29.46,35.57,24.64,58.1,4.69,3.2,4.79,1.8,229.2,0.4,0.4,0.4
2014-04-18,28.06,32.88,24.51,63.2,1.8,2.54,4.17,0.91,221.0,0.42,0.4,0.4
2014-04-19,28.51,34.75,23.34,61.18,3.54,2.05,4.04,0.26,219.9,0.42,0.4,0.4
2014-04-20,28.31,34.33,22.99,66.2,10.84,2.26,4.48,1.06,207.3,0.48,0.41,0.4
2014-04-21,29.15,35.47,23.61,59.73,4.42,2.46,3.49,0.88,267.8,0.45,0.42,0.41
2014-04-22,29.59,36.83,22.84,55.83,2.57,1.98,3.37,0.26,273.7,0.43,0.42,0.41
2014-04-23,29.76,36.85,22.19,52.14,3.08,1.7,2.95,0.67,88.3,0.42,0.42,0.41
2014-04-24,28.46,34.77,23.56,62.68,6.18,2.55,3.48,0.6,184.7,0.45,0.42,0.42
2014-04-25,29.47,36.87,22.59,59.21,3.97,2.41,3.45,0.66,185.7,0.45,0.43,0.42
2014-04-26,28.25,34.01,23.84,61.07,1.63,4.07,5.78,2.85,240.8,0.42,0.43,0.42
2014-04-27,27.76,32.57,23.58,63.63,0.53,1.83,3.08,0.62,243.6,0.41,0.42,0.42
2014-04-28,27.29,33.83,23.39,62.75,0.96,2.54,5.0,1.02,169.2,0.41,0.42,0.42
2014-04-29,29.03,36.51,23.01,56.37,0.99,2.02,2.82,0.98,167.6,0.4,0.42,0.42
2014-04-30,27.94,33.35,24.04,61.89,2.12,2.34,3.47,0.84,203.4,0.41,0.42,0.42
2014-05-01,27.58,32.54,23.45,64.16,4.41,3.12,4.23,1.73,252.9,0.44,0.42,0.42
2014-05-02,29.79,36.7,23.13,52.5,0.84,2.27,3.2,0.49,163.3,0.4,0.42,0.42
2014-05-03,27.5,33.1,23.83,67.62,11.83,2.35,3.22,1.46,220.8,0.48,0.43,0.42
2014-05-04,26.41,30.25,22.93,72.67,6.09,1.63,2.83,0.31,90.0,0.5,0.44,0.43
2014-05-05,27.57,33.78,22.88,64.03,6.33,2.11,3.98,1.01,70.7,0.48,0.45,0.44
2014-05-06,28.69,35.17,22.72,59.17,1.54,2.33,4.01,1.01,121.4,0.45,0.45,0.44
2014-05-07,26.66,30.01,24.0,71.55,0.44,1.4,2.72,0.62,211.6,0.42,0.44,0.43
2014-05-08,28.23,33.98,22.72,59.47,0.36,1.85,3.0,0.67,263.3,0.41,0.44,0.43
2014-05-09,28.11,33.63,22.52,60.58,0.43,2.08,3.21,0.25,325.1,0.4,0.43,0.43
2014-05-10,29.14,36.11,22.93,50.4,0.38,1.91,2.99,1.19,334.9,0.4,0.43,0.43
2014-05-11,29.27,36.64,22.56,40.59,0.12,1.93,3.13,0.87,357.5,0.39,0.43,0.43
2014-05-12,29.51,37.2,21.86,47.75,0.17,1.95,3.75,0.77,200.1,0.38,0.42,0.42
2014-05-13,27.49,32.63,23.07,62.47,0.16,2.93,4.69,0.79,107.2,0.38,0.42,0.42
2014-05-14,27.97,34.19,22.61,49.43,0.03,3.19,5.03,1.6,62.4,0.38,0.42,0.42
2014-05-15,28.05,35.66,21.62,35.74,0.0,3.24,5.85,1.31,82.9,0.36,0.41,0.42
2014-05-16,29.46,37.38,22.53,39.22,0.0,1.86,3.12,0.97,117.2,0.35,0.41,0.42
2014-05-17,29.71,37.91,22.6,48.3,0.0,2.65,3.41,1.17,154.5,0.35,0.41,0.41
2014-05-18,31.14,39.18,23.94,49.09,0.0,2.23,3.48,0.77,182.6,0.34,0.4,0.41
2014-05-19,30.84,38.09,23.95,51.03,0.0,2.45,4.07,0.49,238.9,0.33,0.4,0.41
2014-05-20,31.48,39.05,24.8,48.55,0.0,3.0,4.86,0.71,145.6,0.32,0.4,0.41
2014-05-21,31.41,40.08,23.63,45.0,0.06,2.48,4.14,0.65,94.7,0.3,0.4,0.41
2014-05-22,31.45,39.19,23.83,47.33,0.36,2.79,4.47,0.44,206.4,0.29,0.4,0.4
2014-05-23,31.77,38.61,24.62,46.03,0.35,2.51,4.7,0.44,225.3,0.28,0.39,0.4
2014-05-24,32.2,39.7,24.57,44.88,0.08,2.61,4.24,0.19,233.1,0.26,0.39,0.4
2014-05-25,32.23,40.19,24.81,45.34,0.39,3.12,5.73,0.44,222.6,0.26,0.39,0.4
2014-05-26,32.05,39.33,25.53,48.6,4.17,2.62,3.66,0.57,181.3,0.32,0.4,0.4
2014-05-27,30.68,37.49,24.81,55.55,1.36,2.67,3.76,0.86,173.6,0.35,0.4,0.4
2014-05-28,27.97,31.96,24.36,68.4,6.43,1.85,3.8,0.17,211.5,0.44,0.4,0.41
2014-05-29,27.95,33.99,23.68,65.16,2.68,2.5,4.73,1.0,127.3,0.44,0.41,0.41
2014-05-30,29.78,37.44,22.88,53.44,0.09,2.19,3.72,1.29,112.4,0.39,0.41,0.41
2014-05-31,30.15,38.23,22.73,54.46,0.4,2.67,3.96,0.82,192.8,0.36,0.4,0.41
2014-06-01,29.23,36.18,24.35,58.54,0.2,3.15,3.94,1.41,234.0,0.35,0.4,0.41
2014-06-02,29.51,37.26,23.66,57.1,0.6,2.63,4.14,1.05,235.5,0.34,0.4,0.4
2014-06-03,28.53,33.57,24.22,59.88,0.12,2.27,4.1,0.6,221.5,0.34,0.4,0.4
2014-06-04,30.51,38.04,24.44,46.25,0.1,2.9,5.21,1.03,136.0,0.32,0.4,0.4
2014-06-05,30.03,38.41,22.88,49.85,0.73,3.38,5.33,1.89,150.2,0.3,0.4,0.4
2014-06-06,28.23,33.37,24.14,60.11,1.63,2.77,4.19,1.63,242.0,0.32,0.4,0.4
2014-06-07,29.87,37.44,22.49,54.3,0.21,2.33,3.39,0.51,208.7,0.32,0.4,0.4
2014-06-08,30.16,37.81,23.1,52.64,0.64,2.66,4.25,1.13,191.2,0.3,0.4,0.4
2014-06-09,28.18,32.89,24.14,60.69,0.65,3.16,4.63,1.59,241.8,0.3,0.4,0.4
2014-06-10,28.04,32.79,23.99,61.29,0.57,2.82,4.76,1.09,248.5,0.31,0.4,0.4
2014-06-11,27.52,32.21,23.44,62.23,3.53,1.72,2.6,0.43,267.8,0.36,0.4,0.4
2014-06-12,29.5,37.14,22.9,49.77,1.43,2.19,3.98,0.84,115.3,0.39,0.4,0.4
2014-06-13,28.77,35.49,22.9,58.73,3.64,2.59,4.23,1.19,250.6,0.4,0.4,0.4
2014-06-14,28.91,36.47,22.32,60.04,1.77,3.09,4.64,0.74,270.5,0.4,0.4,0.41
2014-06-15,29.79,37.59,22.54,57.37,0.87,2.7,4.36,0.99,250.1,0.37,0.4,0.4
2014-06-16,29.03,34.48,23.75,58.73,2.36,2.03,4.38,0.17,229.9,0.37,0.4,0.4
2014-06-17,28.7,35.08,23.42,55.64,1.09,2.36,4.64,1.1,120.7,0.38,0.4,0.4
2014-06-18,29.45,36.44,23.42,52.08,1.71,2.17,4.18,0.27,225.7,0.36,0.4,0.4
2014-06-19,29.3,37.07,22.26,55.31,1.02,2.92,4.45,0.79,262.9,0.36,0.4,0.4
2014-06-20,28.32,34.53,22.69,63.99,3.62,2.95,4.71,1.0,251.5,0.39,0.4,0.4
2014-06-21,29.13,35.67,23.12,60.17,4.16,2.12,3.6,0.24,257.0,0.43,0.41,0.41
2014-06-22,28.7,36.76,22.46,61.8,5.62,2.9,4.48,1.68,150.2,0.45,0.41,0.41
2014-06-23,28.01,35.62,22.62,63.98,7.25,2.98,4.29,1.81,169.6,0.46,0.41,0.41
2014-06-24,28.77,36.65,21.94,58.77,1.88,2.16,3.76,0.53,220.7,0.42,0.42,0.41
2014-06-25,28.22,35.25,22.41,62.85,4.26,3.12,5.32,1.06,239.1,0.44,0.42,0.42
2014-06-26,28.2,34.89,22.39,61.6,1.71,2.26,3.75,0.23,231.7,0.41,0.42,0.42
2014-06-27,26.8,32.13,22.44,68.44,7.17,2.45,3.26,1.62,253.8,0.47,0.42,0.42
2014-06-28,26.31,31.01,21.94,71.74,9.06,1.82,3.66,0.2,227.2,0.5,0.43,0.42
2014-06-29,24.78,28.47,22.42,75.72,7.04,2.16,4.22,0.34,192.0,0.5,0.44,0.43
2014-06-30,26.79,33.05,21.19,67.07,6.22,1.76,3.71,0.29,214.5,0.48,0.45,0.43
2014-07-01,26.99,34.31,21.08,64.22,3.12,2.07,2.9,1.03,156.8,0.46,0.45,0.44
2014-07-02,26.81,32.33,21.99,70.15,8.14,1.88,3.15,0.53,129.2,0.49,0.45,0.44
2014-07-03,27.36,32.43,23.04,68.19,4.67,1.37,2.96,0.3,193.3,0.5,0.46,0.44
2014-07-04,26.28,31.13,22.77,73.7,2.26,3.65,4.39,2.56,246.7,0.47,0.46,0.45
2014-07-05,25.13,29.72,21.88,74.38,3.95,4.06,5.54,2.61,240.1,0.48,0.46,0.45
2014-07-06,24.08,28.22,20.64,78.88,9.36,2.86,5.11,0.76,223.4,0.51,0.46,0.45
2014-07-07,24.8,30.46,20.46,73.3,9.43,2.59,3.9,1.53,225.3,0.54,0.48,0.46
2014-07-08,24.36,29.24,20.43,78.37,10.21,2.48,4.02,0.86,257.1,0.54,0.48,0.47
2014-07-09,24.06,27.63,21.35,82.32,10.87,2.47,3.55,0.96,246.9,0.57,0.49,0.47
2014-07-10,26.42,32.16,20.64,69.18,0.91,1.21,2.54,0.16,234.6,0.52,0.5,0.48
2014-07-11,26.38,31.45,21.26,69.08,0.41,1.82,3.95,0.62,243.7,0.48,0.49,0.48
2014-07-12,26.78,31.98,22.33,68.46,0.47,1.85,3.85,0.41,245.0,0.47,0.48,0.47
2014-07-13,26.81,31.84,21.91,65.79,0.23,1.73,3.73,0.24,226.5,0.45,0.47,0.47
2014-07-14,28.01,34.88,20.92,61.18,0.7,1.72,2.7,0.44,138.8,0.44,0.47,0.47
2014-07-15,28.19,34.06,23.25,65.14,8.78,2.24,3.37,0.94,239.6,0.5,0.47,0.47
2014-07-16,25.45,29.8,22.23,82.19,16.34,2.76,4.29,0.89,234.5,0.59,0.49,0.48
2014-07-17,25.59,30.6,21.24,68.94,5.15,2.27,4.15,1.08,137.1,0.55,0.5,0.49
2014-07-18,24.76,29.77,20.43,77.49,7.09,2.59,5.15,1.16,258.0,0.56,0.5,0.49
2014-07-19,24.55,28.77,21.31,81.34,5.55,2.45,4.43,0.99,248.0,0.55,0.5,0.49
2014-07-20,25.76,30.9,21.36,74.34,1.04,1.9,3.56,0.82,229.8,0.52,0.5,0.49
2014-07-21,26.02,30.98,21.63,72.89,1.6,1.89,2.99,0.88,248.6,0.5,0.49,0.49
2014-07-22,25.64,30.21,22.12,75.39,1.75,1.68,2.87,0.46,244.1,0.49,0.49,0.49
2014-07-23,24.81,29.73,21.35,74.45,1.28,2.32,3.19,1.14,264.7,0.49,0.49,0.49
2014-07-24,24.61,28.98,21.5,76.94,1.64,2.67,3.82,1.9,251.4,0.48,0.48,0.48
2014-07-25,24.52,29.03,21.31,76.95,3.65,2.42,4.2,0.89,246.5,0.5,0.48,0.48
2014-07-26,26.49,32.32,21.21,68.61,0.76,1.64,3.35,0.18,245.4,0.48,0.48,0.48
2014-07-27,27.16,33.83,21.09,64.58,2.05,2.09,3.99,0.53,214.9,0.46,0.48,0.48
2014-07-28,25.93,30.2,21.7,71.33,1.96,1.39,3.01,0.23,224.8,0.47,0.47,0.48
2014-07-29,26.01,31.54,21.69,69.07,1.86,1.75,2.51,0.93,166.3,0.47,0.47,0.48
2014-07-30,24.9,30.21,21.02,75.8,12.17,2.1,3.44,1.09,245.6,0.54,0.48,0.48
2014-07-31,24.68,29.26,20.77,79.95,13.54,2.15,3.84,0.58,249.3,0.59,0.5,0.49
2014-08-01,22.87,25.49,21.57,88.62,12.49,2.13,3.48,0.59,257.5,0.62,0.52,0.5
2014-08-02,23.7,28.05,20.96,82.79,10.19,3.32,5.09,1.49,220.3,0.61,0.53,0.51
2014-08-03,23.26,27.12,20.54,87.57,22.51,2.46,3.8,1.24,241.3,0.69,0.55,0.53
2014-08-04,24.02,28.11,20.56,82.23,2.3,1.95,3.71,0.87,255.4,0.61,0.56,0.54
2014-08-05,24.0,27.82,20.9,83.07,4.82,2.24,3.8,0.74,236.1,0.6,0.55,0.53
2014-08-06,23.61,28.06,20.88,82.73,2.52,2.5,4.5,1.28,241.2,0.59,0.55,0.53
2014-08-07,23.15,26.92,19.96,84.13,5.58,2.92,4.1,1.78,237.4,0.6,0.54,0.53
2014-08-08,23.71,28.11,19.91,83.38,6.0,2.76,4.57,0.82,240.1,0.6,0.54,0.53
2014-08-09,22.61,25.23,20.3,85.8,2.73,2.84,4.46,0.95,237.2,0.6,0.54,0.54
2014-08-10,24.02,29.47,19.08,78.01,1.84,2.0,2.96,1.14,257.7,0.58,0.54,0.53
2014-08-11,24.28,28.28,21.06,81.62,3.58,2.51,3.92,1.34,275.1,0.58,0.53,0.53
2014-08-12,22.92,25.31,21.38,88.0,2.86,3.45,4.92,1.95,248.3,0.58,0.53,0.53
2014-08-13,23.68,28.6,19.32,78.25,1.17,2.85,4.38,1.5,243.9,0.56,0.53,0.53
2014-08-14,24.14,28.89,19.98,78.72,1.61,2.39,3.85,0.71,266.3,0.55,0.52,0.53
2014-08-15,22.92,25.54,20.41,88.51,24.8,1.62,2.73,0.68,75.4,0.65,0.53,0.53
2014-08-16,23.11,28.01,19.5,85.11,9.86,1.63,2.9,0.86,177.5,0.67,0.57,0.55
2014-08-17,24.12,27.71,20.4,80.36,6.8,0.69,1.08,0.17,43.2,0.65,0.57,0.56
2014-08-18,24.42,28.53,20.91,78.57,5.47,1.08,1.66,0.3,50.4,0.64,0.57,0.56
2014-08-19,24.49,29.79,20.17,78.24,4.8,1.3,2.01,0.72,139.6,0.62,0.57,0.56
2014-08-20,24.22,29.74,19.62,76.65,5.44,1.31,2.61,0.36,220.4,0.63,0.56,0.56
2014-08-21,23.34,27.57,19.61,83.86,11.42,1.99,3.74,0.62,250.0,0.65,0.56,0.56
2014-08-22,22.35,24.86,20.26,88.2,22.28,1.08,1.95,0.59,350.6,0.73,0.59,0.57
2014-08-23,22.81,27.47,19.44,84.2,4.61,2.07,3.57,0.75,194.2,0.67,0.6,0.58
2014-08-24,24.02,28.42,18.86,78.47,0.86,0.81,1.4,0.12,286.7,0.63,0.6,0.58
2014-08-25,24.59,29.45,20.48,80.67,1.52,2.29,3.91,0.93,237.9,0.62,0.58,0.58
2014-08-26,24.72,29.16,21.41,76.4,0.99,1.56,2.7,0.24,165.9,0.61,0.58,0.57
2014-08-27,24.43,28.99,19.67,76.44,0.7,1.38,2.82,0.57,273.0,0.6,0.57,0.57
2014-08-28,25.53,30.34,19.91,72.41,1.79,1.37,2.93,0.6,265.1,0.59,0.56,0.56
2014-08-29,26.26,31.78,21.04,73.45,6.73,1.36,2.85,0.59,202.2,0.62,0.56,0.56
2014-08-30,25.36,30.08,21.28,79.67,16.41,1.17,2.6,0.5,222.0,0.68,0.57,0.56
2014-08-31,24.25,28.17,21.2,80.68,17.19,0.96,1.65,0.45,57.6,0.69,0.58,0.58
2014-09-01,23.75,27.09,20.32,81.72,27.03,1.18,2.14,0.18,163.9,0.75,0.62,0.6
2014-09-02,24.17,28.53,19.86,82.37,39.91,1.89,3.82,0.57,228.3,0.79,0.66,0.62
2014-09-03,23.7,26.94,21.29,85.8,0.45,1.63,2.67,0.68,253.4,0.71,0.68,0.64
2014-09-04,23.84,27.27,20.47,83.93,0.0,1.63,3.09,0.2,283.0,0.68,0.66,0.64
2014-09-05,24.21,28.49,20.48,82.43,0.0,1.59,3.54,0.52,172.5,0.67,0.65,0.63
2014-09-06,23.52,28.55,19.66,78.08,0.0,2.34,3.8,0.85,217.7,0.65,0.63,0.63
2014-09-07,24.34,29.85,19.32,77.76,0.0,1.26,2.48,0.33,219.0,0.64,0.62,0.62
2014-09-08,24.36,29.6,20.1,77.69,5.2,1.68,2.57,0.16,158.8,0.65,0.61,0.62
