date,T2M,T2M_MAX,T2M_MIN,RH2M,PRECIPITATION,WS2M,WS2M_MAX,WS2M_MIN,WD2M,GWETTOP,GWETROOT,GWETPROF
2014-03-20,28.53,37.6,20.96,17.28,0.0,2.38,4.28,1.27,60.1,0.15,0.27,0.29
2014-03-21,28.26,38.54,19.96,15.21,0.0,1.67,3.31,0.97,69.9,0.14,0.27,0.29
2014-03-22,29.8,39.43,20.02,14.02,0.0,1.2,1.69,0.68,77.7,0.14,0.27,0.29
2014-03-23,29.91,36.49,23.67,36.62,0.0,1.98,3.68,0.93,234.8,0.14,0.27,0.29
2014-03-24,31.72,38.46,25.5,35.87,0.0,1.69,3.15,0.67,296.2,0.15,0.27,0.29
2014-03-25,31.34,40.14,23.34,23.0,0.0,1.63,3.29,0.4,303.2,0.15,0.27,0.29
2014-03-26,30.67,38.34,22.51,19.9,0.0,1.96,3.51,0.87,280.8,0.14,0.27,0.29
2014-03-27,29.64,37.43,23.56,32.54,0.0,2.33,3.99,1.2,252.1,0.14,0.27,0.29
2014-03-28,31.2,39.28,24.63,38.45,0.0,1.87,3.07,0.75,222.2,0.14,0.27,0.29
2014-03-29,31.66,38.75,24.11,40.16,0.0,2.45,4.38,0.81,243.9,0.14,0.27,0.29
2014-03-30,32.2,40.06,24.26,23.8,0.0,1.48,2.8,0.81,333.7,0.14,0.27,0.29
2014-03-31,32.38,40.26,23.91,26.6,0.0,1.75,2.68,0.13,298.5,0.14,0.27,0.28
2014-04-01,30.72,39.98,22.65,15.27,0.0,1.64,2.9,0.72,13.9,0.14,0.27,0.28
2014-04-02,30.41,38.93,21.75,11.15,0.0,1.77,2.86,0.93,48.9,0.13,0.27,0.28
2014-04-03,31.34,40.2,23.59,13.75,0.0,1.81,3.06,0.78,51.0,0.13,0.27,0.28
2014-04-04,30.72,40.39,22.04,12.03,0.0,2.27,3.64,1.07,45.0,0.12,0.27,0.28
2014-04-05,30.71,40.3,21.55,12.83,0.0,1.86,2.94,0.97,43.4,0.12,0.27,0.28
2014-04-06,30.59,37.3,23.81,30.63,0.17,1.62,3.79,0.53,220.5,0.13,0.27,0.28
2014-04-07,32.14,39.32,26.27,37.35,0.05,2.06,3.59,0.79,263.9,0.14,0.27,0.28
2014-04-08,32.41,39.55,26.5,37.82,0.75,1.88,2.64,0.44,321.3,0.15,0.27,0.28
2014-04-09,32.17,39.28,26.39,35.23,1.05,1.91,2.67,0.89,350.9,0.18,0.27,0.28
2014-04-10,31.04,39.21,23.96,24.9,0.01,1.94,3.58,0.91,79.5,0.18,0.27,0.28
2014-04-11,30.79,39.42,23.54,22.54,1.13,1.27,2.16,0.75,72.2,0.19,0.27,0.28
2014-04-12,31.3,39.77,24.1,25.07,0.85,1.51,3.04,0.56,73.7,0.2,0.27,0.28
2014-04-13,30.97,39.89,22.5,18.14,0.36,2.25,3.96,0.79,91.1,0.19,0.27,0.28
2014-04-14,31.8,40.47,22.3,23.65,0.25,1.15,1.96,0.42,42.5,0.19,0.27,0.28
2014-04-15,31.5,39.19,24.2,45.81,0.89,2.23,3.98,0.73,266.2,0.2,0.27,0.28
2014-04-16,33.85,40.2,25.72,31.3,3.41,1.16,2.15,0.28,7.9,0.26,0.28,0.28
2014-04-17,30.99,37.01,25.58,50.95,3.91,2.28,3.42,0.76,231.3,0.32,0.28,0.29
2014-04-18,29.76,34.45,26.29,57.8,1.71,2.09,3.16,0.98,224.5,0.33,0.28,0.29
2014-04-19,30.21,36.93,24.84,55.81,3.18,1.56,3.09,0.37,223.4,0.34,0.29,0.29
2014-04-20,30.13,36.39,24.47,59.77,7.43,1.61,3.17,0.72,211.8,0.39,0.29,0.29
2014-04-21,30.79,37.7,24.8,51.82,3.39,1.83,2.55,0.81,277.7,0.37,0.3,0.29
2014-04-22,30.88,38.68,23.88,47.96,2.18,1.41,2.43,0.17,326.4,0.33,0.3,0.29
2014-04-23,31.28,38.56,23.42,37.56,2.58,1.18,2.14,0.28,73.4,0.32,0.3,0.29
2014-04-24,30.55,37.85,25.08,54.96,5.09,1.92,2.61,0.6,166.1,0.35,0.3,0.29
2014-04-25,31.03,37.76,24.37,54.43,4.78,1.61,2.5,0.58,207.5,0.38,0.3,0.3
2014-04-26,30.4,36.58,25.62,54.82,1.3,3.04,4.13,2.07,241.3,0.33,0.3,0.3
2014-04-27,29.67,35.33,25.18,56.67,0.61,1.43,2.41,0.03,235.5,0.31,0.3,0.3
2014-04-28,28.96,35.38,24.78,56.99,1.07,1.96,3.59,0.82,182.5,0.3,0.3,0.3
2014-04-29,30.32,37.62,24.18,52.28,0.94,1.31,2.05,0.5,190.2,0.3,0.3,0.3
2014-04-30,30.22,36.71,25.07,53.85,1.85,1.81,3.24,0.16,203.6,0.3,0.29,0.3
2014-05-01,29.62,34.9,24.89,56.51,2.17,2.4,3.19,1.48,254.7,0.33,0.3,0.3
2014-05-02,31.56,38.53,24.86,47.73,2.07,1.6,2.26,0.37,183.8,0.31,0.3,0.3
2014-05-03,29.04,33.97,25.52,62.4,9.83,1.77,2.5,1.23,215.6,0.4,0.3,0.3
2014-05-04,27.77,31.44,24.41,68.37,6.04,1.13,2.01,0.13,103.1,0.44,0.32,0.3
2014-05-05,28.91,35.73,23.81,57.69,5.17,1.43,2.77,0.72,84.2,0.39,0.32,0.31
2014-05-06,30.15,37.0,23.39,52.83,1.37,1.58,2.61,0.81,123.0,0.36,0.32,0.31
2014-05-07,28.95,32.8,25.93,60.63,0.29,1.13,1.98,0.63,204.7,0.32,0.31,0.31
2014-05-08,30.12,36.93,23.99,52.85,0.37,1.54,2.59,0.7,269.2,0.3,0.31,0.31
2014-05-09,29.46,35.02,23.99,52.2,0.35,1.39,2.51,0.18,318.1,0.29,0.3,0.31
2014-05-10,30.34,38.07,23.13,43.2,0.23,1.35,2.33,0.58,345.1,0.28,0.3,0.3
2014-05-11,30.66,38.2,23.59,28.72,0.06,1.38,2.26,0.79,17.8,0.26,0.3,0.3
2014-05-12,31.14,39.29,22.8,34.43,0.2,1.39,2.49,0.48,139.6,0.25,0.3,0.3
2014-05-13,28.76,33.67,24.26,58.88,0.2,2.07,3.36,0.41,96.9,0.25,0.29,0.3
2014-05-14,29.42,36.0,23.5,44.33,0.01,2.3,3.57,1.11,61.1,0.25,0.29,0.3
2014-05-15,29.49,37.41,23.01,30.43,0.0,2.15,3.89,0.96,81.8,0.24,0.29,0.3
2014-05-16,30.61,39.06,23.19,32.28,0.0,1.33,2.19,0.75,117.5,0.23,0.29,0.3
2014-05-17,31.0,40.01,23.27,39.6,0.0,1.85,2.42,0.88,146.3,0.22,0.29,0.3
2014-05-18,32.62,40.79,25.05,42.73,0.0,1.45,2.48,0.58,176.0,0.21,0.28,0.3
2014-05-19,32.66,40.61,25.22,42.38,0.0,1.65,2.77,0.52,239.6,0.21,0.28,0.3
2014-05-20,33.09,40.84,26.41,42.76,0.0,2.1,3.44,0.86,140.9,0.2,0.28,0.3
2014-05-21,32.43,41.47,25.11,35.94,0.03,1.7,3.14,0.18,82.8,0.2,0.28,0.3
2014-05-22,32.4,40.66,24.53,43.57,0.31,1.81,3.09,0.36,194.8,0.19,0.28,0.3
2014-05-23,33.47,40.94,26.62,39.71,0.25,1.73,3.28,0.37,225.1,0.19,0.28,0.3
2014-05-24,33.28,41.16,25.93,41.04,0.07,1.71,2.76,0.28,232.7,0.19,0.28,0.3
2014-05-25,33.42,41.37,26.37,41.4,0.28,2.06,3.85,0.49,219.8,0.19,0.28,0.3
2014-05-26,33.61,41.03,27.09,41.56,3.22,1.73,2.78,0.76,152.8,0.24,0.28,0.3
2014-05-27,32.46,39.06,26.21,49.71,1.24,1.79,2.45,0.61,170.7,0.28,0.29,0.3
2014-05-28,29.63,34.08,25.74,63.06,6.56,1.41,2.86,0.12,211.9,0.37,0.29,0.3
2014-05-29,29.39,35.24,25.03,60.83,2.94,1.77,2.99,0.95,135.1,0.37,0.3,0.3
2014-05-30,31.24,38.91,24.57,48.73,0.02,1.44,2.32,0.83,113.5,0.31,0.3,0.3
2014-05-31,31.64,39.87,24.02,48.75,0.38,1.74,2.73,0.12,191.4,0.27,0.29,0.3
2014-06-01,30.45,36.52,25.49,54.9,0.2,2.41,2.87,1.6,229.3,0.26,0.29,0.3
2014-06-02,30.71,37.73,24.68,54.83,0.48,1.83,3.17,0.22,237.5,0.26,0.29,0.3
2014-06-03,29.79,34.4,25.37,55.93,0.14,1.62,2.74,0.53,228.0,0.26,0.29,0.3
2014-06-04,31.79,39.57,25.11,44.65,0.14,1.9,3.17,0.95,143.3,0.25,0.29,0.3
2014-06-05,31.37,39.52,24.29,46.01,0.73,2.2,3.18,1.42,159.7,0.24,0.29,0.3
2014-06-06,30.72,37.05,25.35,52.1,1.25,1.96,2.98,1.19,231.9,0.26,0.29,0.3
2014-06-07,31.67,39.33,24.35,49.49,0.12,1.64,2.4,0.5,205.2,0.26,0.29,0.3
2014-06-08,31.65,38.25,25.22,48.2,0.66,1.57,2.81,0.41,208.4,0.24,0.29,0.3
2014-06-09,29.7,34.12,25.83,56.69,0.57,2.29,3.26,1.41,235.2,0.25,0.29,0.3
2014-06-10,29.6,35.01,25.34,57.23,0.52,2.0,3.12,0.93,247.5,0.26,0.29,0.3
2014-06-11,28.97,34.59,24.56,57.66,2.68,1.24,2.09,0.48,221.1,0.3,0.29,0.3
2014-06-12,30.46,37.84,23.84,47.49,2.05,1.41,2.48,0.69,107.5,0.32,0.29,0.3
2014-06-13,30.57,37.6,24.31,53.08,3.84,1.75,2.86,0.96,245.6,0.34,0.29,0.3
2014-06-14,30.52,38.16,23.59,53.0,1.86,2.01,3.1,0.47,271.2,0.33,0.29,0.3
2014-06-15,30.73,39.09,23.45,53.39,1.1,1.77,2.85,0.76,248.7,0.3,0.29,0.3
2014-06-16,29.94,35.05,24.77,55.65,1.94,1.4,2.88,0.46,229.8,0.3,0.29,0.3
2014-06-17,29.69,35.3,24.98,54.16,0.74,1.4,2.27,0.77,150.2,0.31,0.29,0.3
2014-06-18,30.97,38.38,24.41,47.36,1.24,1.48,2.85,0.38,231.1,0.29,0.29,0.3
2014-06-19,30.93,38.85,23.62,49.61,0.86,1.83,2.97,0.56,262.5,0.29,0.29,0.3
2014-06-20,29.39,35.02,23.83,60.94,3.24,1.85,3.09,0.44,247.2,0.32,0.29,0.3
2014-06-21,30.93,37.73,24.47,53.02,3.28,1.46,2.28,0.44,250.3,0.34,0.3,0.3
2014-06-22,30.3,38.01,23.55,56.04,4.4,1.9,2.81,0.98,149.8,0.36,0.3,0.3
2014-06-23,29.46,36.73,24.06,59.54,6.88,1.84,2.58,1.09,174.1,0.38,0.3,0.3
2014-06-24,30.12,38.14,23.09,54.48,1.08,1.3,2.25,0.06,214.3,0.34,0.3,0.3
2014-06-25,29.88,36.97,23.73,57.98,4.34,1.89,3.32,0.44,236.2,0.36,0.31,0.3
2014-06-26,30.2,37.12,23.7,55.09,1.55,1.43,2.37,0.05,230.2,0.33,0.3,0.3
2014-06-27,28.79,34.49,23.82,60.99,5.43,1.61,2.29,0.95,241.2,0.38,0.31,0.31
2014-06-28,27.52,32.18,23.0,68.38,9.29,1.21,2.45,0.08,226.2,0.44,0.32,0.31
2014-06-29,26.82,30.8,23.4,69.03,6.32,1.46,2.79,0.07,198.3,0.44,0.33,0.31
2014-06-30,28.2,34.67,22.27,62.83,4.48,1.12,2.27,0.04,214.6,0.41,0.33,0.32
2014-07-01,28.43,35.81,22.11,60.16,3.21,1.3,1.65,0.81,170.2,0.39,0.33,0.32
2014-07-02,28.08,33.76,23.22,65.59,7.1,1.15,1.8,0.12,131.4,0.41,0.32,0.32
2014-07-03,29.33,35.95,23.75,61.12,4.23,0.83,1.82,0.32,204.8,0.43,0.33,0.32
2014-07-04,28.17,33.56,24.14,67.14,2.15,2.32,2.81,1.61,244.3,0.39,0.33,0.32
2014-07-05,26.74,31.41,23.18,69.7,3.98,2.5,3.3,1.68,239.5,0.4,0.33,0.32
2014-07-06,25.63,30.51,21.87,74.27,7.24,1.79,3.22,0.57,221.5,0.43,0.33,0.32
2014-07-07,26.64,32.97,21.3,66.15,3.56,1.68,2.47,0.95,220.8,0.42,0.34,0.33
2014-07-08,26.47,31.98,21.53,71.11,9.4,1.47,2.44,0.6,257.6,0.45,0.34,0.33
2014-07-09,25.72,29.88,22.45,76.96,11.61,1.54,2.2,0.66,243.4,0.5,0.35,0.34
2014-07-10,27.98,34.42,21.78,64.63,0.76,0.82,1.57,0.21,228.0,0.43,0.35,0.34
2014-07-11,28.03,33.33,22.58,61.85,0.42,1.13,2.44,0.51,235.9,0.37,0.34,0.34
2014-07-12,28.55,34.37,23.55,61.75,0.33,1.14,2.26,0.23,242.4,0.35,0.34,0.34
2014-07-13,28.23,33.62,22.99,60.92,0.17,1.01,2.08,0.22,224.2,0.33,0.33,0.33
2014-07-14,29.94,37.49,22.37,53.34,0.57,1.02,1.56,0.22,146.8,0.32,0.33,0.33
2014-07-15,30.25,36.97,24.48,56.77,8.52,1.22,2.02,0.26,239.4,0.39,0.33,0.33
2014-07-16,25.92,29.69,23.29,82.86,16.71,1.68,2.46,0.67,232.1,0.54,0.35,0.34
2014-07-17,27.06,33.26,22.18,66.87,4.43,1.28,2.19,0.68,150.1,0.48,0.36,0.35
2014-07-18,26.1,31.37,22.09,74.08,7.49,1.55,3.04,0.72,259.1,0.47,0.36,0.35
2014-07-19,26.34,31.46,22.14,74.1,2.76,1.47,2.54,0.73,247.5,0.44,0.36,0.35
2014-07-20,27.43,32.84,22.42,68.0,0.54,1.17,2.01,0.52,230.7,0.39,0.35,0.35
2014-07-21,28.46,34.78,22.75,63.22,1.22,1.14,1.73,0.78,243.9,0.37,0.35,0.35
2014-07-22,26.86,31.26,23.37,70.56,1.69,1.11,1.72,0.39,258.3,0.37,0.34,0.35
2014-07-23,26.02,31.65,22.0,69.41,1.36,1.23,1.74,0.53,263.6,0.38,0.34,0.35
2014-07-24,26.44,31.06,22.5,69.48,1.45,1.46,2.12,1.15,253.4,0.37,0.34,0.35
2014-07-25,26.64,31.87,22.39,67.86,2.54,1.37,2.43,0.56,244.6,0.38,0.34,0.35
2014-07-26,28.56,35.1,22.39,60.93,0.58,1.0,1.96,0.06,237.6,0.36,0.33,0.35
2014-07-27,29.35,36.71,22.37,56.68,1.31,1.31,2.24,0.56,210.5,0.34,0.33,0.34
2014-07-28,27.67,33.12,22.79,65.31,1.5,0.85,1.53,0.2,219.7,0.35,0.33,0.34
2014-07-29,27.7,33.78,22.97,62.69,1.62,0.99,1.4,0.63,178.4,0.35,0.33,0.34
2014-07-30,26.29,32.04,22.24,71.55,9.85,1.24,1.92,0.63,242.8,0.44,0.33,0.35
2014-07-31,26.08,31.23,21.8,75.86,10.77,1.25,2.2,0.39,249.0,0.5,0.35,0.35
2014-08-01,23.45,25.85,22.07,89.65,10.7,1.22,1.81,0.4,243.6,0.54,0.36,0.36
2014-08-02,24.36,28.15,22.1,81.04,7.34,1.84,2.89,0.77,214.1,0.5,0.37,0.36
2014-08-03,24.25,28.71,21.35,87.08,17.34,1.27,1.94,0.63,244.6,0.58,0.39,0.37
2014-08-04,25.72,30.96,21.37,76.09,2.32,1.07,2.05,0.54,252.7,0.48,0.4,0.38
2014-08-05,25.24,29.34,21.88,79.02,3.53,1.28,2.1,0.44,236.3,0.46,0.39,0.38
2014-08-06,25.19,30.26,21.86,76.34,1.68,1.35,2.53,0.65,238.0,0.45,0.38,0.38
2014-08-07,25.48,30.8,21.18,74.28,3.87,1.54,2.13,1.03,236.7,0.44,0.37,0.37
2014-08-08,25.52,31.13,21.08,76.43,5.0,1.51,2.51,0.46,240.6,0.45,0.37,0.37
2014-08-09,23.88,27.19,21.53,81.16,3.3,1.58,2.46,0.51,236.9,0.46,0.37,0.38
2014-08-10,25.95,32.16,20.17,70.7,1.93,1.09,1.55,0.65,256.6,0.43,0.37,0.38
2014-08-11,26.67,31.81,22.25,70.61,2.67,1.39,2.12,0.75,274.6,0.42,0.36,0.37
2014-08-12,24.33,27.08,22.3,83.13,3.74,1.85,2.7,0.95,252.4,0.44,0.36,0.37
2014-08-13,25.47,31.34,20.31,71.45,1.2,1.54,2.31,0.82,243.6,0.43,0.36,0.38
2014-08-14,25.7,31.47,20.9,73.13,1.25,1.24,1.92,0.38,266.4,0.4,0.36,0.37
2014-08-15,24.21,27.79,21.39,85.01,22.43,0.88,1.36,0.48,63.2,0.53,0.37,0.38
2014-08-16,24.43,29.72,20.53,80.99,10.53,0.9,1.55,0.47,169.9,0.57,0.4,0.39
2014-08-17,25.71,30.34,21.35,76.85,6.72,0.4,0.59,0.03,77.9,0.52,0.4,0.4
2014-08-18,25.78,31.69,21.71,74.0,5.15,0.59,0.8,0.33,42.2,0.51,0.41,0.4
2014-08-19,26.16,32.78,20.76,72.62,5.27,0.68,0.95,0.43,153.1,0.48,0.4,0.4
2014-08-20,25.91,32.27,20.71,72.58,7.54,0.75,1.37,0.31,213.9,0.51,0.4,0.4
2014-08-21,24.87,30.03,20.56,79.9,11.59,1.06,1.94,0.44,248.3,0.54,0.4,0.4
2014-08-22,23.73,26.72,21.11,85.68,22.77,0.6,1.05,0.32,324.4,0.64,0.43,0.42
2014-08-23,24.2,29.67,20.45,80.98,5.34,1.09,1.89,0.42,190.2,0.55,0.44,0.42
2014-08-24,25.69,31.62,19.74,73.35,0.89,0.42,0.79,0.1,290.1,0.48,0.43,0.42
2014-08-25,26.8,33.52,21.26,70.92,1.33,1.32,2.04,0.61,237.7,0.45,0.42,0.42
2014-08-26,26.2,31.16,22.45,72.41,1.18,0.94,1.4,0.58,167.9,0.44,0.41,0.42
2014-08-27,26.2,32.32,20.69,70.2,0.79,0.67,1.44,0.35,274.0,0.44,0.4,0.42
2014-08-28,27.88,34.41,21.19,63.76,1.79,0.7,1.55,0.23,267.0,0.42,0.39,0.41
2014-08-29,27.73,35.36,21.88,68.92,7.54,0.85,1.54,0.46,203.1,0.47,0.39,0.41
2014-08-30,26.62,32.64,22.5,78.1,15.22,0.7,1.44,0.31,223.7,0.57,0.4,0.42
2014-08-31,25.7,31.25,21.88,79.28,13.15,0.49,0.8,0.21,54.9,0.57,0.42,0.42
2014-09-01,24.7,27.51,21.42,80.22,24.09,0.72,1.17,0.11,166.7,0.64,0.44,0.44
2014-09-02,25.04,30.28,20.94,81.69,34.3,1.05,1.96,0.47,230.7,0.69,0.49,0.46
2014-09-03,25.01,29.13,21.82,82.48,0.53,0.93,1.39,0.39,252.2,0.56,0.5,0.47
2014-09-04,25.43,29.91,21.59,78.06,0.0,0.89,1.64,0.23,282.0,0.51,0.48,0.46
2014-09-05,25.83,31.27,21.27,76.58,0.0,0.89,1.91,0.32,163.7,0.48,0.46,0.46
2014-09-06,25.25,31.07,20.85,70.25,0.0,1.28,2.07,0.47,218.7,0.47,0.44,0.46
2014-09-07,26.3,33.62,20.44,70.47,0.0,0.75,1.33,0.3,218.5,0.45,0.43,0.46
2014-09-08,26.26,32.76,21.43,70.54,4.72,0.89,1.29,0.24,167.4,0.48,0.42,0.45
